"vehicle_id","year","make","model","description","body_style","drivetrain","mileage.value","mileage.unit","URL","title","price","state_of_vehicle","exterior_color","address.addr1","address.city","address.region","address.country","latitude","longitude","sale_price","image[0].url","fuel_type","transmission","custom_label_0"
"33368","2019","Audi","SQ7","2019 Audi SQ7 4.0L V8 Bi TDI (320Kw) 7 SEATER AUTO TWIN TURBO V8 DIESEL 5 DOOR (NZ NEW)","SUV","4WD","76860","KM","https://www.4guys.co.nz/vehicle-details?id=3806244","2019 Audi SQ7 4.0L V8 Bi TDI (320Kw) 7 SEATER AUTO TWIN TURBO V8 DIESEL 5 DOOR (NZ NEW)","79800 NZD","USED","Grey","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=93264439&w=500&h=375&l=true","Diesel","Automatic","$40k-$80k"
"33377","2019","Hyundai","iMax","2019 Hyundai iMax 2.5L CRDI 8 SEATER COACH AUTO 2.5L TURBO DIESEL 5 DOOR (NZ NEW)","Van","","51825","KM","https://www.4guys.co.nz/vehicle-details?id=3808138","2019 Hyundai iMax 2.5L CRDI 8 SEATER COACH AUTO 2.5L TURBO DIESEL 5 DOOR (NZ NEW)","39800 NZD","USED","Black","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=93435801&w=500&h=375&l=true","Diesel","Automatic","$20k-$40k"
"33382","2021","Toyota","Corolla","2021 Toyota Corolla SPORT HYBRID G STYLE AUTO 1.8L 5 DOOR HATCH BACK","Hatchback","","31150","KM","https://www.4guys.co.nz/vehicle-details?id=3810174","2021 Toyota Corolla SPORT HYBRID G STYLE AUTO 1.8L 5 DOOR HATCH BACK","32800 NZD","USED","Black","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=95043787&w=500&h=375&l=true","Hybrid","Automatic","$20k-$40k"
"33383","2021","Toyota","Corolla","2021 Toyota Corolla SPORT HYBRID G STYLE AUTO 1.8L 5 DOOR HATCH BACK","Hatchback","","22610","KM","https://www.4guys.co.nz/vehicle-details?id=3811518","2021 Toyota Corolla SPORT HYBRID G STYLE AUTO 1.8L 5 DOOR HATCH BACK","33800 NZD","USED","Grey","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94335900&w=500&h=375&l=true","Hybrid","Automatic","$20k-$40k"
"33386","2021","Toyota","Corolla","2021 Toyota Corolla SPORT HYBRID G STYLE AUTO 1.8L 5 DOR HATCH BACK","Hatchback","","56202","KM","https://www.4guys.co.nz/vehicle-details?id=3811775","2021 Toyota Corolla SPORT HYBRID G STYLE AUTO 1.8L 5 DOR HATCH BACK","29800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=95961305&w=500&h=375&l=true","Hybrid","Automatic","$20k-$40k"
"33374","2018","Hyundai","Tucson","2018 Hyundai Tucson CRDI 4WD AUTO 2.0L TURBO DIESEL 5 DOOR","SUV","4WD","149387","KM","https://www.4guys.co.nz/vehicle-details?id=3811968","2018 Hyundai Tucson CRDI 4WD AUTO 2.0L TURBO DIESEL 5 DOOR","18950 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=93263711&w=500&h=375&l=true","Diesel","Automatic","Under $20k"
"33381","2022","Chevrolet","Corvette","2022 Chevrolet Corvette C8 3LT Z51 CONVERTIBLE AUTO 6.2L V8 (495hp) FACTORY RHD","Coupe","","19361","KM","https://www.4guys.co.nz/vehicle-details?id=3812148","2022 Chevrolet Corvette C8 3LT Z51 CONVERTIBLE AUTO 6.2L V8 (495hp) FACTORY RHD","179800 NZD","USED","Amplify Orange","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=93262822&w=500&h=375&l=true","Petrol","Automatic","$80k+"
"33375","2010","Bentley","Continental","2010 Bentley Continental SUPERSPORT AUTO 6.0L W12 COUPE (621hp)","Coupe","","65450","KM","https://www.4guys.co.nz/vehicle-details?id=3812157","2010 Bentley Continental SUPERSPORT AUTO 6.0L W12 COUPE (621hp)","89800 NZD","USED","WHITE","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94889421&w=500&h=375&l=true","Petrol","Automatic","$80k+"
"33391","2022","Mitsubishi","Outlander","2022 Mitsubishi Outlander XLS 4WD 7 SEATER AUTO 2.5L 5 DOOR (NZ NEW)","SUV","4WD","53675","KM","https://www.4guys.co.nz/vehicle-details?id=3812355","2022 Mitsubishi Outlander XLS 4WD 7 SEATER AUTO 2.5L 5 DOOR (NZ NEW)","39800 NZD","USED","Blue","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=93263170&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33392","2020","Land Rover","Range Rover Evoque","2020 Land Rover Range Rover Evoque R P250 AUTO 2.0L TURBO DYNAMIC SE 4WD (NZ NEW)","SUV","4WD","62730","KM","https://www.4guys.co.nz/vehicle-details?id=3821570","2020 Land Rover Range Rover Evoque R P250 AUTO 2.0L TURBO DYNAMIC SE 4WD (NZ NEW)","62800 NZD","USED","Silver","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","59990 NZD","https://data.autoplay.co.nz/image.ashx?id=93436606&w=500&h=375&l=true","Petrol","Automatic","$40k-$80k"
"33379","2019","Kia","Stinger","2019 Kia Stinger GT SPORT 3.3L (NZ NEW) AUTO 3.3L TWIN TURBO LIFTBACK","Sedan","","68864","KM","https://www.4guys.co.nz/vehicle-details?id=3822922","2019 Kia Stinger GT SPORT 3.3L (NZ NEW) AUTO 3.3L TWIN TURBO LIFTBACK","44800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=93264100&w=500&h=375&l=true","Petrol","Automatic","$40k-$80k"
"33396","2014","Chevrolet","Camaro","2014 Chevrolet Camaro 2SS/RS (2014) COUPE AUTO 6.2L V8 (410hp) COUPE (FACELIFT)","Coupe","","18455","KM","https://www.4guys.co.nz/vehicle-details?id=3824674","2014 Chevrolet Camaro 2SS/RS (2014) COUPE AUTO 6.2L V8 (410hp) COUPE (FACELIFT)","64800 NZD","USED","WHITE","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=93435637&w=500&h=375&l=true","Petrol","Automatic","$40k-$80k"
"33395","2024","Mercedes-Benz","GLB 200","2024 Mercedes-Benz GLB 200 AMG LINE AUTO 1.3L TURBO 2WD (NZ NEW)","SUV","","30550","KM","https://www.4guys.co.nz/vehicle-details?id=3824684","2024 Mercedes-Benz GLB 200 AMG LINE AUTO 1.3L TURBO 2WD (NZ NEW)","62800 NZD","USED","Grey","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=93436820&w=500&h=375&l=true","Petrol","Automatic","$40k-$80k"
"33400","2018","Kia","Carnival","2018 Kia Carnival PREMIUM (8 SEATER) NZ NEW AUTO 2.2L TURBO DIESEL","Van","","69795","KM","https://www.4guys.co.nz/vehicle-details?id=3824686","2018 Kia Carnival PREMIUM (8 SEATER) NZ NEW AUTO 2.2L TURBO DIESEL","41800 NZD","USED","Grey","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=93436218&w=500&h=375&l=true","Diesel","Automatic","$40k-$80k"
"33401","2019","Nissan","Serena","2019 Nissan Serena HIGHWAY STAR 8 STR COACH AUTO 2.0L HYBRID 5 DOOR 2WD","Van","","51550","KM","https://www.4guys.co.nz/vehicle-details?id=3824687","2019 Nissan Serena HIGHWAY STAR 8 STR COACH AUTO 2.0L HYBRID 5 DOOR 2WD","29800 NZD","USED","Pearl White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94890000&w=500&h=375&l=true","Hybrid","Automatic","$20k-$40k"
"33411","2023","Mazda","CX-60","2023 Mazda CX-60 XD EXCLUSIVE MODE AUTO 3.3L TURBO DIESEL HYBRID 5 DOOR 2WD","SUV","","9595","KM","https://www.4guys.co.nz/vehicle-details?id=3829272","2023 Mazda CX-60 XD EXCLUSIVE MODE AUTO 3.3L TURBO DIESEL HYBRID 5 DOOR 2WD","52800 NZD","USED","Black","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=95408118&w=500&h=375&l=true","Hybrid","Automatic","$40k-$80k"
"33412","2022","Mazda","CX-60","2022 Mazda CX-60 XD HYBRID EXCLUSIVE 4WD AUTO 3.3L TURBO DIESEL HYBRID","SUV","4WD","12265","KM","https://www.4guys.co.nz/vehicle-details?id=3831386","2022 Mazda CX-60 XD HYBRID EXCLUSIVE 4WD AUTO 3.3L TURBO DIESEL HYBRID","52800 NZD","USED","Grey","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=95406678&w=500&h=375&l=true","Hybrid","Automatic","$40k-$80k"
"33413","2023","Toyota","Land Cruiser Prado","2023 Toyota Land Cruiser Prado TX L PKG 7STS AUTO 2.8L TURBO DIESEL 4WD 5 DOOR","SUV","4WD","29295","KM","https://www.4guys.co.nz/vehicle-details?id=3831387","2023 Toyota Land Cruiser Prado TX L PKG 7STS AUTO 2.8L TURBO DIESEL 4WD 5 DOOR","82800 NZD","USED","Pearl White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94890051&w=500&h=375&l=true","Diesel","Automatic","$80k+"
"33417","2016","Audi","A4","2016 Audi A4 AVANT 2.0L TFSI S-LINE AUTO 5 DOOR 2WD","Other","","47860","KM","https://www.4guys.co.nz/vehicle-details?id=3832155","2016 Audi A4 AVANT 2.0L TFSI S-LINE AUTO 5 DOOR 2WD","22800 NZD","USED","Black","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94890117&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33419","2013","Chrysler","300C","2013 Chrysler 300C 3.6L LUXURY AUTO SEDAN","Sedan","","47687","KM","https://www.4guys.co.nz/vehicle-details?id=3832157","2013 Chrysler 300C 3.6L LUXURY AUTO SEDAN","25800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94742621&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"31937","2017","Holden","Trax","2017 Holden Trax LS 1.4L FACELIFT (NZ NEW) AUTO 1.4L TURBO 5 DOOR","SUV","","59515","KM","https://www.4guys.co.nz/vehicle-details?id=3835772","2017 Holden Trax LS 1.4L FACELIFT (NZ NEW) AUTO 1.4L TURBO 5 DOOR","16800 NZD","USED","Silver","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=93464375&w=500&h=375&l=true","Petrol","Automatic","Under $20k"
"33433","2019","Nissan","Serena","2019 Nissan Serena HIGHWAY STAR HYBRID AUTO 2.0L 8 SEATER 5 DOOR","Van","","20232","KM","https://www.4guys.co.nz/vehicle-details?id=3838193","2019 Nissan Serena HIGHWAY STAR HYBRID AUTO 2.0L 8 SEATER 5 DOOR","29800 NZD","USED","Pearl White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=95044361&w=500&h=375&l=true","Hybrid","Automatic","$20k-$40k"
"33434","2015","Audi","A6","2015 Audi A6 2.8FSI QUATTRO S-LINE SEDAN AUTO 2.8L 4WD","Sedan","4WD","45210","KM","https://www.4guys.co.nz/vehicle-details?id=3838194","2015 Audi A6 2.8FSI QUATTRO S-LINE SEDAN AUTO 2.8L 4WD","24800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=95194584&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33435","2018","Nissan","Serena","2018 Nissan Serena AUTECH HYBRID AUTO 2.0L 8 SEATER 5 DOOR","Van","","56590","KM","https://www.4guys.co.nz/vehicle-details?id=3838195","2018 Nissan Serena AUTECH HYBRID AUTO 2.0L 8 SEATER 5 DOOR","27800 NZD","USED","Blue","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94889746&w=500&h=375&l=true","Hybrid","Automatic","$20k-$40k"
"33440","2019","Nissan","Serena","2019 Nissan Serena HIGHWAY STAR HYBRID AUTO 2.0L 5 DOOR 8 SEATER","Van","","39015","KM","https://www.4guys.co.nz/vehicle-details?id=3838488","2019 Nissan Serena HIGHWAY STAR HYBRID AUTO 2.0L 5 DOOR 8 SEATER","29800 NZD","USED","Pearl White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94889956&w=500&h=375&l=true","Hybrid","Automatic","$20k-$40k"
"33398","2021","MG","5","2021 MG 5 ZS EXCITE 1.5L AUTO DOOR 2WD (NZ NEW)","Hatchback","","16580","KM","https://www.4guys.co.nz/vehicle-details?id=3838847","2021 MG 5 ZS EXCITE 1.5L AUTO DOOR 2WD (NZ NEW)","22800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94132001&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33427","2015","BMW","116i","2015 BMW 116i HATCH BACK (FACELIFT) AUTO 1.6L TURBO 5 DOOR","Hatchback","","67715","KM","https://www.4guys.co.nz/vehicle-details?id=3840520","2015 BMW 116i HATCH BACK (FACELIFT) AUTO 1.6L TURBO 5 DOOR","15800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=93774915&w=500&h=375&l=true","Petrol","Automatic","Under $20k"
"33451","2020","Toyota","Corolla","2020 Toyota Corolla SPORT HYBRID G STYLE AUTO 1.8L 5 DOOR 2WD","Hatchback","","27040","KM","https://www.4guys.co.nz/vehicle-details?id=3842275","2020 Toyota Corolla SPORT HYBRID G STYLE AUTO 1.8L 5 DOOR 2WD","33800 NZD","USED","Red","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=95044882&w=500&h=375&l=true","Hybrid","Automatic","$20k-$40k"
"33454","2016","Ford","KUGA","2016 Ford KUGA TITANIUM 2.0L AWD (NZ NEW) AUTO 5 DOOR","SUV","4WD","90720","KM","https://www.4guys.co.nz/vehicle-details?id=3842881","2016 Ford KUGA TITANIUM 2.0L AWD (NZ NEW) AUTO 5 DOOR","19800 NZD","USED","Grey","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94335322&w=500&h=375&l=true","Petrol","Automatic","Under $20k"
"33455","2021","Nissan","Serena","2021 Nissan Serena HIGHWAY STAR HYBRID AUTO 2.0L 5 DOOR 8 SEATER 2WD","Van","","59200","KM","https://www.4guys.co.nz/vehicle-details?id=3843150","2021 Nissan Serena HIGHWAY STAR HYBRID AUTO 2.0L 5 DOOR 8 SEATER 2WD","34800 NZD","USED","Black","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=95407515&w=500&h=375&l=true","Hybrid","Automatic","$20k-$40k"
"33456","2022","Nissan","Serena","2022 Nissan Serena HIGHWAY STAR HYBRID AUTO 2.0L 5 DOOR 8 SEATER 2WD","Van","","34590","KM","https://www.4guys.co.nz/vehicle-details?id=3843151","2022 Nissan Serena HIGHWAY STAR HYBRID AUTO 2.0L 5 DOOR 8 SEATER 2WD","34800 NZD","USED","Pearl White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=95406729&w=500&h=375&l=true","Hybrid","Automatic","$20k-$40k"
"33457","2021","Toyota","Corolla","2021 Toyota Corolla TOURING HYBRID WXB AUTO 1.8L 5 DOOR","Hatchback","","12765","KM","https://www.4guys.co.nz/vehicle-details?id=3844673","2021 Toyota Corolla TOURING HYBRID WXB AUTO 1.8L 5 DOOR","34800 NZD","USED","Pearl White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=96323242&w=500&h=375&l=true","Hybrid","Automatic","$20k-$40k"
"33458","2020","Toyota","Corolla","2020 Toyota Corolla TOURING HYBRID WXB AUTO 1.8L 5 DOOR 2WD","Hatchback","","36160","KM","https://www.4guys.co.nz/vehicle-details?id=3844674","2020 Toyota Corolla TOURING HYBRID WXB AUTO 1.8L 5 DOOR 2WD","32800 NZD","USED","Pearl White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=97606927&w=500&h=375&l=true","Hybrid","Automatic","$20k-$40k"
"33461","2018","Audi","A1","2018 Audi A1 SPORTSBACK (NZ NEW-FACELIFT) AUTO 1.4L TURBO 5 DOOR 2WD","Hatchback","","44070","KM","https://www.4guys.co.nz/vehicle-details?id=3847430","2018 Audi A1 SPORTSBACK (NZ NEW-FACELIFT) AUTO 1.4L TURBO 5 DOOR 2WD","19800 NZD","USED","Silver","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=93956859&w=500&h=375&l=true","Petrol","Automatic","Under $20k"
"33467","2020","Toyota","C-HR","2020 Toyota C-HR LIMITED 1.2L TURBO AUTO 5 DOOR (NZ NEW)","Hatchback","","51850","KM","https://www.4guys.co.nz/vehicle-details?id=3850280","2020 Toyota C-HR LIMITED 1.2L TURBO AUTO 5 DOOR (NZ NEW)","31800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94131539&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33468","2020","Toyota","Corolla","2020 Toyota Corolla TOURING WXB AUTO 1.8L 5 DOOR 2WD","Hatchback","","6430","KM","https://www.4guys.co.nz/vehicle-details?id=3850281","2020 Toyota Corolla TOURING WXB AUTO 1.8L 5 DOOR 2WD","34800 NZD","USED","Black","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=96540615&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33471","2024","BMW","X7","2024 BMW X7 M60i X DRIVE 4WD 6STS AUTO 4.4L V8 TWIN TURBO 5 DOOR","SUV","4WD","23900","KM","https://www.4guys.co.nz/vehicle-details?id=3851129","2024 BMW X7 M60i X DRIVE 4WD 6STS AUTO 4.4L V8 TWIN TURBO 5 DOOR","159800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=95757431&w=500&h=375&l=true","Petrol","Automatic","$80k+"
"33473","2025","Mitsubishi","Outlander","2025 Mitsubishi Outlander SPORTS 7 SEATER AUTO 5 DOOR 2WD (NZ NEW)","SUV","","13980","KM","https://www.4guys.co.nz/vehicle-details?id=3851581","2025 Mitsubishi Outlander SPORTS 7 SEATER AUTO 5 DOOR 2WD (NZ NEW)","46800 NZD","USED","Grey","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94335065&w=500&h=375&l=true","Petrol","Automatic","$40k-$80k"
"33397","2013","Jeep","Grand Cherokee","2013 Jeep Grand Cherokee LAREDO AUTO 3.6L 5 DOOR 4WD","SUV","4WD","121998","KM","https://www.4guys.co.nz/vehicle-details?id=3853394","2013 Jeep Grand Cherokee LAREDO AUTO 3.6L 5 DOOR 4WD","18800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94742405&w=500&h=375&l=true","Petrol","Automatic","Under $20k"
"33476","2022","Mitsubishi","Triton","2022 Mitsubishi Triton GLXR D/CAB 2WD AUTO 2.4L TURBO DIESEL (NZ NEW)","Other","","120360","KM","https://www.4guys.co.nz/vehicle-details?id=3853396","2022 Mitsubishi Triton GLXR D/CAB 2WD AUTO 2.4L TURBO DIESEL (NZ NEW)","31800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94742859&w=500&h=375&l=true","Diesel","Automatic","$20k-$40k"
"33482","2024","Kia","Carnival","2024 Kia Carnival EX 2.2L 8 SEATER COACH AUTO 2.2L TURBO DIESEL (FACELIFT)","Van","","63110","KM","https://www.4guys.co.nz/vehicle-details?id=3856478","2024 Kia Carnival EX 2.2L 8 SEATER COACH AUTO 2.2L TURBO DIESEL (FACELIFT)","47800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94527548&w=500&h=375&l=true","Diesel","Automatic","$40k-$80k"
"33483","2017","Audi","A6","2017 Audi A6 2.0TFSI QUATTRO S-LINE AUTO 2.0L TURBO SEDAN 4WD","Sedan","4WD","45779","KM","https://www.4guys.co.nz/vehicle-details?id=3856479","2017 Audi A6 2.0TFSI QUATTRO S-LINE AUTO 2.0L TURBO SEDAN 4WD","27800 NZD","USED","Silver","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=96323792&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33489","2020","Great Wall","Cannon","2020 Great Wall Cannon LUXURY 4X4 AUTO 2.0L TURBO DIESEL D/CAB (NZ NEW)","Other","4WD","79010","KM","https://www.4guys.co.nz/vehicle-details?id=3864303","2020 Great Wall Cannon LUXURY 4X4 AUTO 2.0L TURBO DIESEL D/CAB (NZ NEW)","28600 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94742064&w=500&h=375&l=true","Diesel","Automatic","$20k-$40k"
"33494","2021","Nissan","X-Trail","2021 Nissan X-Trail 20XI HYBRID 2WD AUTO 2.0L 5 DOOR","SUV","","59708","KM","https://www.4guys.co.nz/vehicle-details?id=3864304","2021 Nissan X-Trail 20XI HYBRID 2WD AUTO 2.0L 5 DOOR","29950 NZD","USED","Blue","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=96135501&w=500&h=375&l=true","Hybrid","Automatic","$20k-$40k"
"33500","2016","Audi","A1","2016 Audi A1 SPORTSBACK (NZ NEW-FACELIFT) AUTO 1.4TFSI TURBO 5 DOOR","Hatchback","","77154","KM","https://www.4guys.co.nz/vehicle-details?id=3864406","2016 Audi A1 SPORTSBACK (NZ NEW-FACELIFT) AUTO 1.4TFSI TURBO 5 DOOR","16800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94888714&w=500&h=375&l=true","Petrol","Automatic","Under $20k"
"33501","2024","Mitsubishi","Outlander","2024 Mitsubishi Outlander VRX 2.5L 7 SEATER AUTO 5 DOOR 2WD (NZ NEW)","SUV","","35105","KM","https://www.4guys.co.nz/vehicle-details?id=3865700","2024 Mitsubishi Outlander VRX 2.5L 7 SEATER AUTO 5 DOOR 2WD (NZ NEW)","48600 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94527044&w=500&h=375&l=true","Petrol","Automatic","$40k-$80k"
"33513","2024","Mitsubishi","Eclipse Cross","2024 Mitsubishi Eclipse Cross VRX (NZ NEW) AUTO (8SPD) 1.5L TURBO 5 DOOR","SUV","","34330","KM","https://www.4guys.co.nz/vehicle-details?id=3868663","2024 Mitsubishi Eclipse Cross VRX (NZ NEW) AUTO (8SPD) 1.5L TURBO 5 DOOR","32800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94527478&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33517","2024","Mitsubishi","Outlander","2024 Mitsubishi Outlander VRX 2.5L 7 SEATER AUTO 5 DOOR 4WD (NZ NEW)","SUV","4WD","54100","KM","https://www.4guys.co.nz/vehicle-details?id=3871025","2024 Mitsubishi Outlander VRX 2.5L 7 SEATER AUTO 5 DOOR 4WD (NZ NEW)","44800 NZD","USED","Grey","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94742882&w=500&h=375&l=true","Petrol","Automatic","$40k-$80k"
"33512","2014","Dodge","Journey","2014 Dodge Journey R/T 3.6L 7 SEATER AUTO 5 DOOR (NZ NEW)","SUV","","142390","KM","https://www.4guys.co.nz/vehicle-details?id=3871964","2014 Dodge Journey R/T 3.6L 7 SEATER AUTO 5 DOOR (NZ NEW)","15800 NZD","USED","Black","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=96715206&w=500&h=375&l=true","Petrol","Automatic","Under $20k"
"33524","2024","Mitsubishi","Outlander","2024 Mitsubishi Outlander SPORT 2.5L 7STS AUTO 5 DOOR 4WD (NZ NEW)","SUV","4WD","54824","KM","https://www.4guys.co.nz/vehicle-details?id=3873249","2024 Mitsubishi Outlander SPORT 2.5L 7STS AUTO 5 DOOR 4WD (NZ NEW)","41800 NZD","USED","Red","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94743156&w=500&h=375&l=true","Petrol","Automatic","$40k-$80k"
