"vehicle_id","year","make","model","description","body_style","drivetrain","mileage.value","mileage.unit","URL","title","price","state_of_vehicle","exterior_color","address.addr1","address.city","address.region","address.country","latitude","longitude","sale_price","image[0].url","fuel_type","transmission","custom_label_0"
"32789","2017","Holden","Barina","2017 Holden Barina LT 1.6L HATCH BACK AUTO 5 DOOR (NZ NEW)","Hatchback","","66985","KM","https://www.4guys.co.nz/vehicle-details?id=3582038","2017 Holden Barina LT 1.6L HATCH BACK AUTO 5 DOOR (NZ NEW)","14800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=87421666&w=500&h=375&l=true","Petrol","Automatic","Under $20k"
"32805","2022","Suzuki","Swift","2022 Suzuki Swift 1.3L HATCH BACK 5 SPEED MANUAL (NZ NEW)","Hatchback","","37656","KM","https://www.4guys.co.nz/vehicle-details?id=3586747","2022 Suzuki Swift 1.3L HATCH BACK 5 SPEED MANUAL (NZ NEW)","18950 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=86776292&w=500&h=375&l=true","Petrol","Manual","Under $20k"
"32820","2018","Nissan","X-Trail","2018 Nissan X-Trail ST-L 7 SEATER 2.5L AUTO 5 DOOR 2WD (NZ NEW)","SUV","","23940","KM","https://www.4guys.co.nz/vehicle-details?id=3590410","2018 Nissan X-Trail ST-L 7 SEATER 2.5L AUTO 5 DOOR 2WD (NZ NEW)","28800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=87421812&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"32842","2019","Audi","Q5","2019 Audi Q5 40TDI QUATTRO S-LINE AUTO 2.0L TURBO DIESEL 5 DOOR 4WD","SUV","4WD","48735","KM","https://www.4guys.co.nz/vehicle-details?id=3602460","2019 Audi Q5 40TDI QUATTRO S-LINE AUTO 2.0L TURBO DIESEL 5 DOOR 4WD","42800 NZD","USED","Black","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=90976357&w=500&h=375&l=true","Diesel","Automatic","$40k-$80k"
"32912","2019","Nissan","Infiniti","2019 Nissan Infiniti QX30 2.0L T 4WD (NZ NEW) AUTO 2.0L TURBO 5 DOOR","SUV","4WD","107615","KM","https://www.4guys.co.nz/vehicle-details?id=3622059","2019 Nissan Infiniti QX30 2.0L T 4WD (NZ NEW) AUTO 2.0L TURBO 5 DOOR","17800 NZD","USED","Silver","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=97770387&w=500&h=375&l=true","Petrol","Automatic","Under $20k"
"32934","2017","Audi","Q2","2017 Audi Q2 S-LINE 1ST EDITION AUTO 1.4L TURBO 5 DOOR 2WD","SUV","","30645","KM","https://www.4guys.co.nz/vehicle-details?id=3634025","2017 Audi Q2 S-LINE 1ST EDITION AUTO 1.4L TURBO 5 DOOR 2WD","25800 NZD","USED","Red","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=89310259&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"32965","2016","Ford","Focus","2016 Ford Focus TITANIUM HATCH BACK (NZ NEW) AUTO 1.5L TURBO 5 DOOR","Hatchback","","111390","KM","https://www.4guys.co.nz/vehicle-details?id=3644350","2016 Ford Focus TITANIUM HATCH BACK (NZ NEW) AUTO 1.5L TURBO 5 DOOR","15800 NZD","USED","Red","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=89502834&w=500&h=375&l=true","Petrol","Automatic","Under $20k"
"32984","2018","Holden","Captiva","2018 Holden Captiva LTZ 2.2D AWD 7 Seater AUTO 2.2L TURBO DIESEL (NZ NEW)","SUV","4WD","101355","KM","https://www.4guys.co.nz/vehicle-details?id=3648746","2018 Holden Captiva LTZ 2.2D AWD 7 Seater AUTO 2.2L TURBO DIESEL (NZ NEW)","19800 NZD","USED","Black","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=89501483&w=500&h=375&l=true","Diesel","Automatic","Under $20k"
"33025","2019","Ford","Mustang","2019 Ford Mustang SHELBY GT350R (2019) 6SPD (TREMEC) 5.2L V8 (526HP) COUPE","Coupe","","3321","KM","https://www.4guys.co.nz/vehicle-details?id=3667220","2019 Ford Mustang SHELBY GT350R (2019) 6SPD (TREMEC) 5.2L V8 (526HP) COUPE","189800 NZD","USED","Oxford White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","179800 NZD","https://data.autoplay.co.nz/image.ashx?id=89310606&w=500&h=375&l=true","Petrol","Manual","$80k+"
"33067","2018","Chevrolet","Camaro","2018 Chevrolet Camaro ZL1 (650hp) COUPE AUTO(10spd) 6.2L V8 SUPERCHARGED","Coupe","","37251","KM","https://www.4guys.co.nz/vehicle-details?id=3684594","2018 Chevrolet Camaro ZL1 (650hp) COUPE AUTO(10spd) 6.2L V8 SUPERCHARGED","129800 NZD","USED","Black","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=89878625&w=500&h=375&l=true","Petrol","Automatic","$80k+"
"33084","2020","Audi","A1","2020 Audi A1 35TFSI Advanced AUTO 1.5L TURBO 5 DOOR","Hatchback","","18127","KM","https://www.4guys.co.nz/vehicle-details?id=3689188","2020 Audi A1 35TFSI Advanced AUTO 1.5L TURBO 5 DOOR","28800 NZD","USED","Yellow","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=91506921&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33085","2019","Kia","Carnival","2019 Kia Carnival EX 2.2L 8 SEATER COACH AUTO 2.2L TURBO DIESEL 5 DOOR","Van","","89499","KM","https://www.4guys.co.nz/vehicle-details?id=3692555","2019 Kia Carnival EX 2.2L 8 SEATER COACH AUTO 2.2L TURBO DIESEL 5 DOOR","37800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=90439882&w=500&h=375&l=true","Diesel","Automatic","$20k-$40k"
"33090","2014","Toyota","86","2014 Toyota 86 GT COUPE AUTO 2.0L","Coupe","","30830","KM","https://www.4guys.co.nz/vehicle-details?id=3694550","2014 Toyota 86 GT COUPE AUTO 2.0L","25800 NZD","USED","Silver","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=90438903&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33100","2015","BMW","320i","2015 BMW 320i M SPORT S/W AUTO 2.0L TURBO 5 DOOR","Other","","58652","KM","https://www.4guys.co.nz/vehicle-details?id=3697150","2015 BMW 320i M SPORT S/W AUTO 2.0L TURBO 5 DOOR","23800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=91506312&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33119","2024","BMW","X7","2024 BMW X7 XDRIVE 40D M SPORT 4WD AUTO (8SPD) 3.0L TWIN TURBO DIESEL MILD HYBRID","SUV","4WD","18896","KM","https://www.4guys.co.nz/vehicle-details?id=3706926","2024 BMW X7 XDRIVE 40D M SPORT 4WD AUTO (8SPD) 3.0L TWIN TURBO DIESEL MILD HYBRID","144800 NZD","USED","Grey","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=90440109&w=500&h=375&l=true","Hybrid","Automatic","$80k+"
"33137","2012","Chevrolet","Camaro","2012 Chevrolet Camaro 2SS/RS (426hp) COUPE AUTO 6.2L V8 (FACELIFT)","Coupe","","66120","KM","https://www.4guys.co.nz/vehicle-details?id=3715035","2012 Chevrolet Camaro 2SS/RS (426hp) COUPE AUTO 6.2L V8 (FACELIFT)","59800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=90802430&w=500&h=375&l=true","Petrol","Automatic","$40k-$80k"
"33142","2012","Mercedes-Benz","A 180","2012 Mercedes-Benz A 180 SPORT HATCH BACK AUTO 1.6L 5 DOOR 2WD","Hatchback","","39785","KM","https://www.4guys.co.nz/vehicle-details?id=3719156","2012 Mercedes-Benz A 180 SPORT HATCH BACK AUTO 1.6L 5 DOOR 2WD","15800 NZD","USED","Red","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=90802564&w=500&h=375&l=true","Petrol","Automatic","Under $20k"
"33147","2018","Ford","Mustang","2018 Ford Mustang SHELBY GT350 (2018) 6SPD MANUAL 5.2L V8 (520hp) COUPE","Coupe","","19022","KM","https://www.4guys.co.nz/vehicle-details?id=3720295","2018 Ford Mustang SHELBY GT350 (2018) 6SPD MANUAL 5.2L V8 (520hp) COUPE","129800 NZD","USED","Lead Foot Gray","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","126800 NZD","https://data.autoplay.co.nz/image.ashx?id=90976210&w=500&h=375&l=true","Petrol","Manual","$80k+"
"33145","2024","BMW","118i","2024 BMW 118i M SPORT HATCH BACK (NZ NEW) AUTO 1.5L TURBO 5 DOOR","Hatchback","","7545","KM","https://www.4guys.co.nz/vehicle-details?id=3728268","2024 BMW 118i M SPORT HATCH BACK (NZ NEW) AUTO 1.5L TURBO 5 DOOR","44800 NZD","USED","Red","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=91147021&w=500&h=375&l=true","Petrol","Automatic","$40k-$80k"
"33152","2018","Holden","Trax","2018 Holden Trax LTZ 1.4L (NZ NEW) AUTO SUV","SUV","","65553","KM","https://www.4guys.co.nz/vehicle-details?id=3732372","2018 Holden Trax LTZ 1.4L (NZ NEW) AUTO SUV","17800 NZD","USED","Black","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=93264601&w=500&h=375&l=true","Petrol","Automatic","Under $20k"
"33171","2019","Holden","Trailblazer","2019 Holden Trailblazer LTZ AUTO 2.8L TURBO DIESEL 7 SEATER SUV","SUV","4WD","66868","KM","https://www.4guys.co.nz/vehicle-details?id=3733734","2019 Holden Trailblazer LTZ AUTO 2.8L TURBO DIESEL 7 SEATER SUV","40800 NZD","USED","Red","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=91506267&w=500&h=375&l=true","Diesel","Automatic","$40k-$80k"
"33181","2020","Hyundai","iMax","2020 Hyundai iMax 2.5L CRDI 8 SEATER COACH AUTO 5 DOOR","Van","","62200","KM","https://www.4guys.co.nz/vehicle-details?id=3735992","2020 Hyundai iMax 2.5L CRDI 8 SEATER COACH AUTO 5 DOOR","44800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=91147970&w=500&h=375&l=true","Petrol","Automatic","$40k-$80k"
"33182","2016","SsangYong","Actyon Sports","2016 SsangYong Actyon Sports D/CAB 4WD AUTO 2.0L TURBO DIESEL (NZ NEW)","Other","4WD","113380","KM","https://www.4guys.co.nz/vehicle-details?id=3735993","2016 SsangYong Actyon Sports D/CAB 4WD AUTO 2.0L TURBO DIESEL (NZ NEW)","23800 NZD","USED","Grey","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=91507399&w=500&h=375&l=true","Diesel","Automatic","$20k-$40k"
"33186","2021","RAM","1500","2021 RAM 1500 TRX CREWCAB WD (702hp) AUTO 6.2L V8 SUPER CHARGED","Other","","12600","KM","https://www.4guys.co.nz/vehicle-details?id=3737641","2021 RAM 1500 TRX CREWCAB WD (702hp) AUTO 6.2L V8 SUPER CHARGED","189800 NZD","USED","Black","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=91147941&w=500&h=375&l=true","Petrol","Automatic","$80k+"
"33198","2019","Holden","Trailblazer","2019 Holden Trailblazer LTZ 7 SEATER (NZ NEW) AUTO 2.8L TURBO DIESEL 5 DOOR 4WD","SUV","4WD","69150","KM","https://www.4guys.co.nz/vehicle-details?id=3741926","2019 Holden Trailblazer LTZ 7 SEATER (NZ NEW) AUTO 2.8L TURBO DIESEL 5 DOOR 4WD","39800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=91506948&w=500&h=375&l=true","Diesel","Automatic","$20k-$40k"
"32619","2016","Ford","Focus","2016 Ford Focus SPORT H/BACK (NZ NEW) AUTO 1.5L TURBO 5 DOOR","Hatchback","","52859","KM","https://www.4guys.co.nz/vehicle-details?id=3746928","2016 Ford Focus SPORT H/BACK (NZ NEW) AUTO 1.5L TURBO 5 DOOR","18950 NZD","USED","Silver","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=91506415&w=500&h=375&l=true","Petrol","Automatic","Under $20k"
"33214","2017","Mitsubishi","ASX","2017 Mitsubishi ASX XLS 2.0L (NZ NEW) AUTO 5 DOOR 2WD","SUV","","65780","KM","https://www.4guys.co.nz/vehicle-details?id=3747084","2017 Mitsubishi ASX XLS 2.0L (NZ NEW) AUTO 5 DOOR 2WD","20800 NZD","USED","Red","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=91506358&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33222","2019","Holden","Equinox","2019 Holden Equinox LTZ 2.0L 4WD AUTO 5 DOOR (NZ NEW)","SUV","4WD","60895","KM","https://www.4guys.co.nz/vehicle-details?id=3750639","2019 Holden Equinox LTZ 2.0L 4WD AUTO 5 DOOR (NZ NEW)","27800 NZD","USED","Blue","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=91980668&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33223","2022","Kia","Sportage","2022 Kia Sportage URBAN LX+ (NZ NEW) AUTO 2.0L 5 DOOR 2WD","SUV","","41108","KM","https://www.4guys.co.nz/vehicle-details?id=3750640","2022 Kia Sportage URBAN LX+ (NZ NEW) AUTO 2.0L 5 DOOR 2WD","37800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=91932744&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33224","2022","Kia","Sportage","2022 Kia Sportage URBAN LX+ (NZ NEW) AUTO 2.0L 5 DOOR 2WD","SUV","","54860","KM","https://www.4guys.co.nz/vehicle-details?id=3750641","2022 Kia Sportage URBAN LX+ (NZ NEW) AUTO 2.0L 5 DOOR 2WD","36800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=91931421&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33238","2008","Mitsubishi","Lancer","2008 Mitsubishi Lancer EVO X AUTO 2.0L MIVEC TURBO SEDAN","Sedan","4WD","117395","KM","https://www.4guys.co.nz/vehicle-details?id=3757263","2008 Mitsubishi Lancer EVO X AUTO 2.0L MIVEC TURBO SEDAN","36800 NZD","USED","Red","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=91933217&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33245","2021","Toyota","Highlander","2021 Toyota Highlander LIMITED ZR 4WD AUTO 2.L HYBRID 5 DOOR (NZ NEW)","SUV","4WD","65495","KM","https://www.4guys.co.nz/vehicle-details?id=3758615","2021 Toyota Highlander LIMITED ZR 4WD AUTO 2.L HYBRID 5 DOOR (NZ NEW)","59800 NZD","USED","Grey","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=92098392&w=500&h=375&l=true","Hybrid","Automatic","$40k-$80k"
"33256","2020","Holden","Equinox","2020 Holden Equinox LTZ 2.0L 4WD AUTO 5 DOOR (NZ NEW)","SUV","4WD","62040","KM","https://www.4guys.co.nz/vehicle-details?id=3762071","2020 Holden Equinox LTZ 2.0L 4WD AUTO 5 DOOR (NZ NEW)","28600 NZD","USED","Black","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=91931852&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33259","2021","Nissan","X-Trail","2021 Nissan X-Trail 20XI HYBRID 4WD AUTO 2.0L 5 DOOR","SUV","4WD","31240","KM","https://www.4guys.co.nz/vehicle-details?id=3763390","2021 Nissan X-Trail 20XI HYBRID 4WD AUTO 2.0L 5 DOOR","33600 NZD","USED","Tigre Orange","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=93097556&w=500&h=375&l=true","Hybrid","Automatic","$20k-$40k"
"33273","2018","LDV","T60","2018 LDV T60 LUXURY 4WD D/CAB AUTO 2.8L TURBO DIESEL","Other","4WD","134410","KM","https://www.4guys.co.nz/vehicle-details?id=3768984","2018 LDV T60 LUXURY 4WD D/CAB AUTO 2.8L TURBO DIESEL","26800 NZD","USED","Blue","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=96540856&w=500&h=375&l=true","Diesel","Automatic","$20k-$40k"
"33285","2020","Honda","HR-V","2020 Honda HR-V Active AUTO 1.8L 5 DOOR","SUV","","68238","KM","https://www.4guys.co.nz/vehicle-details?id=3776648","2020 Honda HR-V Active AUTO 1.8L 5 DOOR","23800 NZD","USED","Silver","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=92610900&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33298","2022","Haval","Jolion","2022 Haval Jolion ULTRA (NZ NEW) AUTO 1.5L TURBO 5 DOOR 2WD","SUV","","33574","KM","https://www.4guys.co.nz/vehicle-details?id=3777492","2022 Haval Jolion ULTRA (NZ NEW) AUTO 1.5L TURBO 5 DOOR 2WD","28800 NZD","USED","Blue","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=92264207&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33301","2016","Holden","Captiva","2016 Holden Captiva LTZ 7 SEATER DIESEL AUTO 2.2L TURBO DIESEL 4WD 5 DOOR","SUV","4WD","86635","KM","https://www.4guys.co.nz/vehicle-details?id=3780735","2016 Holden Captiva LTZ 7 SEATER DIESEL AUTO 2.2L TURBO DIESEL 4WD 5 DOOR","19800 NZD","USED","Silver","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=92610921&w=500&h=375&l=true","Diesel","Automatic","Under $20k"
"33311","2018","Nissan","Navara","2018 Nissan Navara RX 2WD DOUBLE CAB AUTO 2.3L TURBO DIESEL (NZ NEW)","Other","","90885","KM","https://www.4guys.co.nz/vehicle-details?id=3784198","2018 Nissan Navara RX 2WD DOUBLE CAB AUTO 2.3L TURBO DIESEL (NZ NEW)","29800 NZD","USED","Grey","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=92789050&w=500&h=375&l=true","Diesel","Automatic","$20k-$40k"
"33308","2021","Kia","Seltos","2021 Kia Seltos LX+ AUTO 2.0L 5 DOOR (NZ NEW)","SUV","","38643","KM","https://www.4guys.co.nz/vehicle-details?id=3784452","2021 Kia Seltos LX+ AUTO 2.0L 5 DOOR (NZ NEW)","26960 NZD","USED","Orange","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=92788887&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33313","2022","Mazda","CX-5","2022 Mazda CX-5 GSX 2.5L 4WD (NZ NEW) AUTO 5 DOOR","SUV","4WD","58630","KM","https://www.4guys.co.nz/vehicle-details?id=3787440","2022 Mazda CX-5 GSX 2.5L 4WD (NZ NEW) AUTO 5 DOOR","36800 NZD","USED","Silver","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=92611569&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33316","2024","Mitsubishi","Eclipse Cross","2024 Mitsubishi Eclipse Cross VRX (NZ NEW) AUTO 1.5L TURBO 2WD","SUV","","49640","KM","https://www.4guys.co.nz/vehicle-details?id=3788459","2024 Mitsubishi Eclipse Cross VRX (NZ NEW) AUTO 1.5L TURBO 2WD","35800 NZD","USED","Blue","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=92610860&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33319","2021","Toyota","Corolla","2021 Toyota Corolla SPORTS GZ HYBRID AUTO 1.8L 5 DOOR","Hatchback","","42641","KM","https://www.4guys.co.nz/vehicle-details?id=3789266","2021 Toyota Corolla SPORTS GZ HYBRID AUTO 1.8L 5 DOOR","31800 NZD","USED","Black","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=93836928&w=500&h=375&l=true","Hybrid","Automatic","$20k-$40k"
"33323","2022","Skoda","Kodiaq","2022 Skoda Kodiaq STYLE TSI (132kw) 4WD AUTO 2.0L TURBO 7 SEATER","SUV","4WD","62365","KM","https://www.4guys.co.nz/vehicle-details?id=3790912","2022 Skoda Kodiaq STYLE TSI (132kw) 4WD AUTO 2.0L TURBO 7 SEATER","42800 NZD","USED","Grey","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=92927968&w=500&h=375&l=true","Petrol","Automatic","$40k-$80k"
"33327","2023","Toyota","Land Cruiser Prado","2023 Toyota Land Cruiser Prado TX L PKG 7STS AUTO 2.8L TURBO DIESEL 4WD 5 DOOR","SUV","4WD","25035","KM","https://www.4guys.co.nz/vehicle-details?id=3790913","2023 Toyota Land Cruiser Prado TX L PKG 7STS AUTO 2.8L TURBO DIESEL 4WD 5 DOOR","74800 NZD","USED","Matt Black","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=95279149&w=500&h=375&l=true","Diesel","Automatic","$40k-$80k"
"33333","2023","Toyota","Land Cruiser Prado","2023 Toyota Land Cruiser Prado TX L PKG 7STS AUTO 2.8L TURBO DIESEL 5 DOOR 4WD","SUV","4WD","31221","KM","https://www.4guys.co.nz/vehicle-details?id=3792614","2023 Toyota Land Cruiser Prado TX L PKG 7STS AUTO 2.8L TURBO DIESEL 5 DOOR 4WD","75800 NZD","USED","Matt Black","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94131939&w=500&h=375&l=true","Diesel","Automatic","$40k-$80k"
"33343","2023","Toyota","Land Cruiser Prado","2023 Toyota Land Cruiser Prado TX L PKG 7STS AUTO 2.8L TURBO DIESEL 4WD 5 DOOR","SUV","4WD","34410","KM","https://www.4guys.co.nz/vehicle-details?id=3796301","2023 Toyota Land Cruiser Prado TX L PKG 7STS AUTO 2.8L TURBO DIESEL 4WD 5 DOOR","75800 NZD","USED","Pearl White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=94335526&w=500&h=375&l=true","Diesel","Automatic","$40k-$80k"
"33349","2020","Kia","Carnival","2020 Kia Carnival PREMIUM (8 SEATER) NZ NEW AUTO 2.2L TURBO DIESEL 5 DOOR","Van","","62195","KM","https://www.4guys.co.nz/vehicle-details?id=3798524","2020 Kia Carnival PREMIUM (8 SEATER) NZ NEW AUTO 2.2L TURBO DIESEL 5 DOOR","46800 NZD","USED","White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=93263132&w=500&h=375&l=true","Diesel","Automatic","$40k-$80k"
"33353","2018","Ford","Ranger","2018 Ford Ranger XLT D/CAB 2WD (NZ NEW) AUTO 3.2L TURBO DIESEL","Other","","86325","KM","https://www.4guys.co.nz/vehicle-details?id=3800117","2018 Ford Ranger XLT D/CAB 2WD (NZ NEW) AUTO 3.2L TURBO DIESEL","32800 NZD","USED","Silver","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=96324192&w=500&h=375&l=true","Diesel","Automatic","$20k-$40k"
"33354","2022","Haval","Jolion","2022 Haval Jolion ULTRA (NZ NEW) AUTO 1.5L TURBO 5 DOOR 2WD","SUV","","13922","KM","https://www.4guys.co.nz/vehicle-details?id=3802442","2022 Haval Jolion ULTRA (NZ NEW) AUTO 1.5L TURBO 5 DOOR 2WD","28800 NZD","USED","Red","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=93262908&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
"33360","2023","Toyota","Land Cruiser Prado","2023 Toyota Land Cruiser Prado TX L PKG 7STS AUTO 2.8L TURBO DIESEL","SUV","4WD","24230","KM","https://www.4guys.co.nz/vehicle-details?id=3804792","2023 Toyota Land Cruiser Prado TX L PKG 7STS AUTO 2.8L TURBO DIESEL","82800 NZD","USED","Pearl White","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=97308234&w=500&h=375&l=true","Diesel","Automatic","$80k+"
"33367","2022","MG","5","2022 MG 5 ZS EXCITE 1.5L AUTO DOOR 2WD (NZ NEW)","SUV","","25158","KM","https://www.4guys.co.nz/vehicle-details?id=3806243","2022 MG 5 ZS EXCITE 1.5L AUTO DOOR 2WD (NZ NEW)","22800 NZD","USED","Black","20 Arthur Porter Drive<br/>","Hamilton","Waikato","New Zealand","-37.753925","175.229511","","https://data.autoplay.co.nz/image.ashx?id=93265183&w=500&h=375&l=true","Petrol","Automatic","$20k-$40k"
