"vehicle_id","title","description","url","make","model","year","mileage.value","mileage.unit","image_link","transmission","body_style","drivetrain","price","exterior_color","state_of_vehicle","fuel_type","sale_price","availability","vehicle_type","address.addr1","address.city","address.region","address.country","latitude","longitude","dealer_name"
"32751","2019 Audi Q5 40TDI Quattro S-Line Auto 2.0L Turbo Diesel 5 Door 4WD","2019 Audi Q5 40TDI Quattro S-Line Auto 2.0L Turbo Diesel 5 Door 4WD","https://www.4guys.co.nz/vehicle-details?id=3565778","Audi","Q5","2019","27566","KM","https://data.autoplay.co.nz/image.ashx?id=88885039&w=800&h=600&l=true","Automatic","SUV","4X4","44800 NZD","Grey","Used","DIESEL","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"32789","2017 Holden Barina Lt 1.6L Hatch Back Auto 5 Door (NZ New)","2017 Holden Barina Lt 1.6L Hatch Back Auto 5 Door (NZ New)","https://www.4guys.co.nz/vehicle-details?id=3582038","Holden","Barina","2017","66985","KM","https://data.autoplay.co.nz/image.ashx?id=87421666&w=800&h=600&l=true","Automatic","HATCHBACK","","14800 NZD","White","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"32805","2022 Suzuki Swift 1.3L Hatch Back 5 Speed Manual (NZ New)","2022 Suzuki Swift 1.3L Hatch Back 5 Speed Manual (NZ New)","https://www.4guys.co.nz/vehicle-details?id=3586747","Suzuki","Swift","2022","37656","KM","https://data.autoplay.co.nz/image.ashx?id=86776292&w=800&h=600&l=true","Manual","HATCHBACK","","18950 NZD","White","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"32820","2018 Nissan X-Trail ST-L 7 Seater 2.5L Auto 5 Door 2WD (NZ New)","2018 Nissan X-Trail ST-L 7 Seater 2.5L Auto 5 Door 2WD (NZ New)","https://www.4guys.co.nz/vehicle-details?id=3590410","Nissan","X-Trail","2018","23940","KM","https://data.autoplay.co.nz/image.ashx?id=87421812&w=800&h=600&l=true","Automatic","SUV","","28800 NZD","White","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"32842","2019 Audi Q5 40TDI Quattro S-Line Auto 2.0L Turbo Diesel 5 Door 4WD","2019 Audi Q5 40TDI Quattro S-Line Auto 2.0L Turbo Diesel 5 Door 4WD","https://www.4guys.co.nz/vehicle-details?id=3602460","Audi","Q5","2019","48735","KM","https://data.autoplay.co.nz/image.ashx?id=90976357&w=800&h=600&l=true","Automatic","SUV","4X4","42800 NZD","Black","Used","DIESEL","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"32912","2019 Nissan Infiniti Qx30 2.0L T 4WD (NZ New) Auto 2.0L Turbo 5 Door","2019 Nissan Infiniti Qx30 2.0L T 4WD (NZ New) Auto 2.0L Turbo 5 Door","https://www.4guys.co.nz/vehicle-details?id=3622059","Nissan","Infiniti","2019","107615","KM","https://data.autoplay.co.nz/image.ashx?id=97770387&w=800&h=600&l=true","Automatic","SUV","4X4","17800 NZD","Silver","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"32934","2017 Audi Q2 S-Line 1ST Edition Auto 1.4L Turbo 5 Door 2WD","2017 Audi Q2 S-Line 1ST Edition Auto 1.4L Turbo 5 Door 2WD","https://www.4guys.co.nz/vehicle-details?id=3634025","Audi","Q2","2017","30645","KM","https://data.autoplay.co.nz/image.ashx?id=89310259&w=800&h=600&l=true","Automatic","SUV","","25800 NZD","Red","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"32965","2016 Ford Focus Titanium Hatch Back (NZ New) Auto 1.5L Turbo 5 Door","2016 Ford Focus Titanium Hatch Back (NZ New) Auto 1.5L Turbo 5 Door","https://www.4guys.co.nz/vehicle-details?id=3644350","Ford","Focus","2016","111390","KM","https://data.autoplay.co.nz/image.ashx?id=89502834&w=800&h=600&l=true","Automatic","HATCHBACK","","15800 NZD","Red","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"32984","2018 Holden Captiva Ltz 2.2D AWD 7 Seater Auto 2.2L Turbo Diesel (NZ New)","2018 Holden Captiva Ltz 2.2D AWD 7 Seater Auto 2.2L Turbo Diesel (NZ New)","https://www.4guys.co.nz/vehicle-details?id=3648746","Holden","Captiva","2018","101355","KM","https://data.autoplay.co.nz/image.ashx?id=89501483&w=800&h=600&l=true","Automatic","SUV","AWD","19800 NZD","Black","Used","DIESEL","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33025","2019 Ford Mustang Shelby GT350R (2019) 6Spd (Tremec) 5.2L V8 (526Hp) Coupe","2019 Ford Mustang Shelby GT350R (2019) 6Spd (Tremec) 5.2L V8 (526Hp) Coupe","https://www.4guys.co.nz/vehicle-details?id=3667220","Ford","Mustang","2019","3321","KM","https://data.autoplay.co.nz/image.ashx?id=89310606&w=800&h=600&l=true","Manual","COUPE","","189800 NZD","Oxford White","Used","GASOLINE","179800 NZD","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33067","2018 Chevrolet Camaro Zl1 (650hp) Coupe Auto(10spd) 6.2L V8 Supercharged","2018 Chevrolet Camaro Zl1 (650hp) Coupe Auto(10spd) 6.2L V8 Supercharged","https://www.4guys.co.nz/vehicle-details?id=3684594","Chevrolet","Camaro","2018","37251","KM","https://data.autoplay.co.nz/image.ashx?id=89878625&w=800&h=600&l=true","Automatic","COUPE","","129800 NZD","Black","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33084","2020 Audi A1 35Tfsi Advanced Auto 1.5L Turbo 5 Door","2020 Audi A1 35Tfsi Advanced Auto 1.5L Turbo 5 Door","https://www.4guys.co.nz/vehicle-details?id=3689188","Audi","A1","2020","18127","KM","https://data.autoplay.co.nz/image.ashx?id=91506921&w=800&h=600&l=true","Automatic","HATCHBACK","","28800 NZD","Yellow","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33085","2019 Kia Carnival Ex 2.2L 8 Seater Coach Auto 2.2L Turbo Diesel 5 Door","2019 Kia Carnival Ex 2.2L 8 Seater Coach Auto 2.2L Turbo Diesel 5 Door","https://www.4guys.co.nz/vehicle-details?id=3692555","Kia","Carnival","2019","89499","KM","https://data.autoplay.co.nz/image.ashx?id=90439882&w=800&h=600&l=true","Automatic","VAN","","37800 NZD","White","Used","DIESEL","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33090","2014 Toyota 86 GT Coupe Auto 2.0L","2014 Toyota 86 GT Coupe Auto 2.0L","https://www.4guys.co.nz/vehicle-details?id=3694550","Toyota","86","2014","30830","KM","https://data.autoplay.co.nz/image.ashx?id=90438903&w=800&h=600&l=true","Automatic","COUPE","","25800 NZD","Silver","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33100","2015 Bmw 320i M Sport S/W Auto 2.0L Turbo 5 Door","2015 Bmw 320i M Sport S/W Auto 2.0L Turbo 5 Door","https://www.4guys.co.nz/vehicle-details?id=3697150","BMW","320i","2015","58652","KM","https://data.autoplay.co.nz/image.ashx?id=91506312&w=800&h=600&l=true","Automatic","OTHER","","23800 NZD","White","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33119","2024 Bmw X7 Xdrive 40D M Sport 4WD Auto (8Spd) 3.0L Twin Turbo Diesel Mild Hybrid","2024 Bmw X7 Xdrive 40D M Sport 4WD Auto (8Spd) 3.0L Twin Turbo Diesel Mild Hybrid","https://www.4guys.co.nz/vehicle-details?id=3706926","BMW","X7","2024","18896","KM","https://data.autoplay.co.nz/image.ashx?id=90440109&w=800&h=600&l=true","Automatic","SUV","4X4","144800 NZD","Grey","Used","HYBRID","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33137","2012 Chevrolet Camaro 2SS/RS (426hp) Coupe Auto 6.2L V8 (Facelift)","2012 Chevrolet Camaro 2SS/RS (426hp) Coupe Auto 6.2L V8 (Facelift)","https://www.4guys.co.nz/vehicle-details?id=3715035","Chevrolet","Camaro","2012","66120","KM","https://data.autoplay.co.nz/image.ashx?id=90802430&w=800&h=600&l=true","Automatic","COUPE","","59800 NZD","White","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33142","2012 Mercedes-Benz A 180 Sport Hatch Back Auto 1.6L 5 Door 2WD","2012 Mercedes-Benz A 180 Sport Hatch Back Auto 1.6L 5 Door 2WD","https://www.4guys.co.nz/vehicle-details?id=3719156","Mercedes-Benz","A 180","2012","39785","KM","https://data.autoplay.co.nz/image.ashx?id=90802564&w=800&h=600&l=true","Automatic","HATCHBACK","","15800 NZD","Red","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33147","2018 Ford Mustang Shelby GT350 (2018) 6Spd Manual 5.2L V8 (520hp) Coupe","2018 Ford Mustang Shelby GT350 (2018) 6Spd Manual 5.2L V8 (520hp) Coupe","https://www.4guys.co.nz/vehicle-details?id=3720295","Ford","Mustang","2018","19022","KM","https://data.autoplay.co.nz/image.ashx?id=90976210&w=800&h=600&l=true","Manual","COUPE","","129800 NZD","Lead Foot Gray","Used","GASOLINE","126800 NZD","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33145","2024 Bmw 118i M Sport Hatch Back (NZ New) Auto 1.5L Turbo 5 Door","2024 Bmw 118i M Sport Hatch Back (NZ New) Auto 1.5L Turbo 5 Door","https://www.4guys.co.nz/vehicle-details?id=3728268","BMW","118i","2024","7545","KM","https://data.autoplay.co.nz/image.ashx?id=91147021&w=800&h=600&l=true","Automatic","HATCHBACK","","44800 NZD","Red","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33152","2018 Holden Trax Ltz 1.4L (NZ New) Auto SUV","2018 Holden Trax Ltz 1.4L (NZ New) Auto SUV","https://www.4guys.co.nz/vehicle-details?id=3732372","Holden","Trax","2018","65553","KM","https://data.autoplay.co.nz/image.ashx?id=93264601&w=800&h=600&l=true","Automatic","SUV","","17800 NZD","Black","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33171","2019 Holden Trailblazer Ltz Auto 2.8L Turbo Diesel 7 Seater SUV","2019 Holden Trailblazer Ltz Auto 2.8L Turbo Diesel 7 Seater SUV","https://www.4guys.co.nz/vehicle-details?id=3733734","Holden","Trailblazer","2019","66868","KM","https://data.autoplay.co.nz/image.ashx?id=91506267&w=800&h=600&l=true","Automatic","SUV","","40800 NZD","Red","Used","DIESEL","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33181","2020 Hyundai iMax 2.5L Crdi 8 Seater Coach Auto 5 Door","2020 Hyundai iMax 2.5L Crdi 8 Seater Coach Auto 5 Door","https://www.4guys.co.nz/vehicle-details?id=3735992","Hyundai","iMax","2020","62200","KM","https://data.autoplay.co.nz/image.ashx?id=91147970&w=800&h=600&l=true","Automatic","VAN","","44800 NZD","White","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33182","2016 SsangYong Actyon Sports D/Cab 4WD Auto 2.0L Turbo Diesel (NZ New)","2016 SsangYong Actyon Sports D/Cab 4WD Auto 2.0L Turbo Diesel (NZ New)","https://www.4guys.co.nz/vehicle-details?id=3735993","SsangYong","Actyon Sports","2016","113380","KM","https://data.autoplay.co.nz/image.ashx?id=91507399&w=800&h=600&l=true","Automatic","OTHER","4X4","23800 NZD","Grey","Used","DIESEL","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33186","2021 Ram 1500 Trx Crewcab WD (702hp) Auto 6.2L V8 Super Charged","2021 Ram 1500 Trx Crewcab WD (702hp) Auto 6.2L V8 Super Charged","https://www.4guys.co.nz/vehicle-details?id=3737641","RAM","1500","2021","12600","KM","https://data.autoplay.co.nz/image.ashx?id=91147941&w=800&h=600&l=true","Automatic","OTHER","","189800 NZD","Black","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33198","2019 Holden Trailblazer Ltz 7 Seater (NZ New) Auto 2.8L Turbo Diesel 5 Door 4WD","2019 Holden Trailblazer Ltz 7 Seater (NZ New) Auto 2.8L Turbo Diesel 5 Door 4WD","https://www.4guys.co.nz/vehicle-details?id=3741926","Holden","Trailblazer","2019","69150","KM","https://data.autoplay.co.nz/image.ashx?id=91506948&w=800&h=600&l=true","Automatic","SUV","4X4","39800 NZD","White","Used","DIESEL","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"32619","2016 Ford Focus Sport H/Back (NZ New) Auto 1.5L Turbo 5 Door","2016 Ford Focus Sport H/Back (NZ New) Auto 1.5L Turbo 5 Door","https://www.4guys.co.nz/vehicle-details?id=3746928","Ford","Focus","2016","52859","KM","https://data.autoplay.co.nz/image.ashx?id=91506415&w=800&h=600&l=true","Automatic","HATCHBACK","","18950 NZD","Silver","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33214","2017 Mitsubishi Asx Xls 2.0L (NZ New) Auto 5 Door 2WD","2017 Mitsubishi Asx Xls 2.0L (NZ New) Auto 5 Door 2WD","https://www.4guys.co.nz/vehicle-details?id=3747084","Mitsubishi","ASX","2017","65780","KM","https://data.autoplay.co.nz/image.ashx?id=91506358&w=800&h=600&l=true","Automatic","SUV","","20800 NZD","Red","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33222","2019 Holden Equinox Ltz 2.0L 4WD Auto 5 Door (NZ New)","2019 Holden Equinox Ltz 2.0L 4WD Auto 5 Door (NZ New)","https://www.4guys.co.nz/vehicle-details?id=3750639","Holden","Equinox","2019","60895","KM","https://data.autoplay.co.nz/image.ashx?id=91980668&w=800&h=600&l=true","Automatic","SUV","4X4","27800 NZD","Blue","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33223","2022 Kia Sportage Urban Lx+ (NZ New) Auto 2.0L 5 Door 2WD","2022 Kia Sportage Urban Lx+ (NZ New) Auto 2.0L 5 Door 2WD","https://www.4guys.co.nz/vehicle-details?id=3750640","Kia","Sportage","2022","41108","KM","https://data.autoplay.co.nz/image.ashx?id=91932744&w=800&h=600&l=true","Automatic","SUV","","37800 NZD","White","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33224","2022 Kia Sportage Urban Lx+ (NZ New) Auto 2.0L 5 Door 2WD","2022 Kia Sportage Urban Lx+ (NZ New) Auto 2.0L 5 Door 2WD","https://www.4guys.co.nz/vehicle-details?id=3750641","Kia","Sportage","2022","54860","KM","https://data.autoplay.co.nz/image.ashx?id=91931421&w=800&h=600&l=true","Automatic","SUV","","36800 NZD","White","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33238","2008 Mitsubishi Lancer Evo X Auto 2.0L Mivec Turbo Sedan","2008 Mitsubishi Lancer Evo X Auto 2.0L Mivec Turbo Sedan","https://www.4guys.co.nz/vehicle-details?id=3757263","Mitsubishi","Lancer","2008","117395","KM","https://data.autoplay.co.nz/image.ashx?id=91933217&w=800&h=600&l=true","Automatic","SEDAN","","36800 NZD","Red","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33245","2021 Toyota Highlander Limited Zr 4WD Auto 2.L Hybrid 5 Door (NZ New)","2021 Toyota Highlander Limited Zr 4WD Auto 2.L Hybrid 5 Door (NZ New)","https://www.4guys.co.nz/vehicle-details?id=3758615","Toyota","Highlander","2021","65495","KM","https://data.autoplay.co.nz/image.ashx?id=92098392&w=800&h=600&l=true","Automatic","SUV","4X4","59800 NZD","Grey","Used","HYBRID","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33256","2020 Holden Equinox Ltz 2.0L 4WD Auto 5 Door (NZ New)","2020 Holden Equinox Ltz 2.0L 4WD Auto 5 Door (NZ New)","https://www.4guys.co.nz/vehicle-details?id=3762071","Holden","Equinox","2020","62040","KM","https://data.autoplay.co.nz/image.ashx?id=91931852&w=800&h=600&l=true","Automatic","SUV","4X4","28600 NZD","Black","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33259","2021 Nissan X-Trail 20Xi Hybrid 4WD Auto 2.0L 5 Door","2021 Nissan X-Trail 20Xi Hybrid 4WD Auto 2.0L 5 Door","https://www.4guys.co.nz/vehicle-details?id=3763390","Nissan","X-Trail","2021","31240","KM","https://data.autoplay.co.nz/image.ashx?id=93097556&w=800&h=600&l=true","Automatic","SUV","4X4","33600 NZD","Tigre Orange","Used","HYBRID","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33273","2018 Ldv T60 Luxury 4WD D/Cab Auto 2.8L Turbo Diesel","2018 Ldv T60 Luxury 4WD D/Cab Auto 2.8L Turbo Diesel","https://www.4guys.co.nz/vehicle-details?id=3768984","LDV","T60","2018","134410","KM","https://data.autoplay.co.nz/image.ashx?id=96540856&w=800&h=600&l=true","Automatic","OTHER","4X4","26800 NZD","Blue","Used","DIESEL","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33285","2020 Honda Hr-V Active Auto 1.8L 5 Door","2020 Honda Hr-V Active Auto 1.8L 5 Door","https://www.4guys.co.nz/vehicle-details?id=3776648","Honda","HR-V","2020","68238","KM","https://data.autoplay.co.nz/image.ashx?id=92610900&w=800&h=600&l=true","Automatic","SUV","","23800 NZD","Silver","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33298","2022 Haval Jolion Ultra (NZ New) Auto 1.5L Turbo 5 Door 2WD","2022 Haval Jolion Ultra (NZ New) Auto 1.5L Turbo 5 Door 2WD","https://www.4guys.co.nz/vehicle-details?id=3777492","Haval","Jolion","2022","33574","KM","https://data.autoplay.co.nz/image.ashx?id=92264207&w=800&h=600&l=true","Automatic","SUV","","28800 NZD","Blue","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33301","2016 Holden Captiva Ltz 7 Seater Diesel Auto 2.2L Turbo Diesel 4WD 5 Door","2016 Holden Captiva Ltz 7 Seater Diesel Auto 2.2L Turbo Diesel 4WD 5 Door","https://www.4guys.co.nz/vehicle-details?id=3780735","Holden","Captiva","2016","86635","KM","https://data.autoplay.co.nz/image.ashx?id=92610921&w=800&h=600&l=true","Automatic","SUV","4X4","19800 NZD","Silver","Used","DIESEL","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33311","2018 Nissan Navara Rx 2WD Double Cab Auto 2.3L Turbo Diesel (NZ New)","2018 Nissan Navara Rx 2WD Double Cab Auto 2.3L Turbo Diesel (NZ New)","https://www.4guys.co.nz/vehicle-details?id=3784198","Nissan","Navara","2018","90885","KM","https://data.autoplay.co.nz/image.ashx?id=92789050&w=800&h=600&l=true","Automatic","OTHER","","29800 NZD","Grey","Used","DIESEL","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33308","2021 Kia Seltos Lx+ Auto 2.0L 5 Door (NZ New)","2021 Kia Seltos Lx+ Auto 2.0L 5 Door (NZ New)","https://www.4guys.co.nz/vehicle-details?id=3784452","Kia","Seltos","2021","38643","KM","https://data.autoplay.co.nz/image.ashx?id=92788887&w=800&h=600&l=true","Automatic","SUV","","26960 NZD","Orange","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33313","2022 Mazda Cx-5 Gsx 2.5L 4WD (NZ New) Auto 5 Door","2022 Mazda Cx-5 Gsx 2.5L 4WD (NZ New) Auto 5 Door","https://www.4guys.co.nz/vehicle-details?id=3787440","Mazda","CX-5","2022","58630","KM","https://data.autoplay.co.nz/image.ashx?id=92611569&w=800&h=600&l=true","Automatic","SUV","4X4","36800 NZD","Silver","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33316","2024 Mitsubishi Eclipse Cross Vrx (NZ New) Auto 1.5L Turbo 2WD","2024 Mitsubishi Eclipse Cross Vrx (NZ New) Auto 1.5L Turbo 2WD","https://www.4guys.co.nz/vehicle-details?id=3788459","Mitsubishi","Eclipse Cross","2024","49640","KM","https://data.autoplay.co.nz/image.ashx?id=92610860&w=800&h=600&l=true","Automatic","SUV","","35800 NZD","Blue","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33319","2021 Toyota Corolla Sports Gz Hybrid Auto 1.8L 5 Door","2021 Toyota Corolla Sports Gz Hybrid Auto 1.8L 5 Door","https://www.4guys.co.nz/vehicle-details?id=3789266","Toyota","Corolla","2021","42641","KM","https://data.autoplay.co.nz/image.ashx?id=93836928&w=800&h=600&l=true","Automatic","HATCHBACK","","31800 NZD","Black","Used","HYBRID","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33323","2022 Skoda Kodiaq Style Tsi (132kw) 4WD Auto 2.0L Turbo 7 Seater","2022 Skoda Kodiaq Style Tsi (132kw) 4WD Auto 2.0L Turbo 7 Seater","https://www.4guys.co.nz/vehicle-details?id=3790912","Skoda","Kodiaq","2022","62365","KM","https://data.autoplay.co.nz/image.ashx?id=92927968&w=800&h=600&l=true","Automatic","SUV","4X4","42800 NZD","Grey","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33327","2023 Toyota Land Cruiser Prado Tx L Pkg 7Sts Auto 2.8L Turbo Diesel 4WD 5 Door","2023 Toyota Land Cruiser Prado Tx L Pkg 7Sts Auto 2.8L Turbo Diesel 4WD 5 Door","https://www.4guys.co.nz/vehicle-details?id=3790913","Toyota","Land Cruiser Prado","2023","25035","KM","https://data.autoplay.co.nz/image.ashx?id=95279149&w=800&h=600&l=true","Automatic","SUV","4X4","82280 NZD","Matt Black","Used","DIESEL","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33333","2023 Toyota Land Cruiser Prado Tx L Pkg 7Sts Auto 2.8L Turbo Diesel 5 Door 4WD","2023 Toyota Land Cruiser Prado Tx L Pkg 7Sts Auto 2.8L Turbo Diesel 5 Door 4WD","https://www.4guys.co.nz/vehicle-details?id=3792614","Toyota","Land Cruiser Prado","2023","31221","KM","https://data.autoplay.co.nz/image.ashx?id=94131939&w=800&h=600&l=true","Automatic","SUV","4X4","75800 NZD","Matt Black","Used","DIESEL","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33343","2023 Toyota Land Cruiser Prado Tx L Pkg 7Sts Auto 2.8L Turbo Diesel 4WD 5 Door","2023 Toyota Land Cruiser Prado Tx L Pkg 7Sts Auto 2.8L Turbo Diesel 4WD 5 Door","https://www.4guys.co.nz/vehicle-details?id=3796301","Toyota","Land Cruiser Prado","2023","34410","KM","https://data.autoplay.co.nz/image.ashx?id=94335526&w=800&h=600&l=true","Automatic","SUV","4X4","75800 NZD","Pearl White","Used","DIESEL","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33349","2020 Kia Carnival Premium (8 Seater) NZ New Auto 2.2L Turbo Diesel 5 Door","2020 Kia Carnival Premium (8 Seater) NZ New Auto 2.2L Turbo Diesel 5 Door","https://www.4guys.co.nz/vehicle-details?id=3798524","Kia","Carnival","2020","62195","KM","https://data.autoplay.co.nz/image.ashx?id=93263132&w=800&h=600&l=true","Automatic","VAN","","46800 NZD","White","Used","DIESEL","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33353","2018 Ford Ranger Xlt D/Cab 2WD (NZ New) Auto 3.2L Turbo Diesel","2018 Ford Ranger Xlt D/Cab 2WD (NZ New) Auto 3.2L Turbo Diesel","https://www.4guys.co.nz/vehicle-details?id=3800117","Ford","Ranger","2018","86325","KM","https://data.autoplay.co.nz/image.ashx?id=96324192&w=800&h=600&l=true","Automatic","OTHER","","32800 NZD","Silver","Used","DIESEL","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33354","2022 Haval Jolion Ultra (NZ New) Auto 1.5L Turbo 5 Door 2WD","2022 Haval Jolion Ultra (NZ New) Auto 1.5L Turbo 5 Door 2WD","https://www.4guys.co.nz/vehicle-details?id=3802442","Haval","Jolion","2022","13922","KM","https://data.autoplay.co.nz/image.ashx?id=93262908&w=800&h=600&l=true","Automatic","SUV","","28800 NZD","Red","Used","GASOLINE","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
"33360","2023 Toyota Land Cruiser Prado Tx L Pkg 7Sts Auto 2.8L Turbo Diesel","2023 Toyota Land Cruiser Prado Tx L Pkg 7Sts Auto 2.8L Turbo Diesel","https://www.4guys.co.nz/vehicle-details?id=3804792","Toyota","Land Cruiser Prado","2023","24230","KM","https://data.autoplay.co.nz/image.ashx?id=97308234&w=800&h=600&l=true","Automatic","SUV","","82800 NZD","Pearl White","Used","DIESEL","","available","car_truck","20 Arthur Porter Drive","Hamilton","Waikato","New Zealand","-37.753925","175.229511","4Guys Autobarn"
