ID,ID2,Item title,Final URL,Image URL,Item subtitle,Item description,Item category,Price,Sale price,Contextual keywords,Item address,Tracking template,Custom parameter,Final mobile URL,Android app link,iOS app link,iOS app store ID,Formatted price,Formatted sale price
33379,,2019 Kia Stinger,https://www.4guys.co.nz/vehicle-details?id=3822922,https://dataapi.autoplay.co.nz/image.ashx?id=93264100&w=500&h=375&l=true,"68,864 km",2019 Kia Stinger Gt Sport 3.3L (NZ New) Auto 3.3L Twin Turbo Liftback,Sedan,44800.00 NZD,,Kia; Stinger; 2019; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Kia;{_model}=Stinger;{_year}=2019,,,,,,
33396,,2014 Chevrolet Camaro,https://www.4guys.co.nz/vehicle-details?id=3824674,https://dataapi.autoplay.co.nz/image.ashx?id=93435637&w=500&h=375&l=true,"18,455 km",2014 Chevrolet Camaro 2Ss/Rs (2014) Coupe Auto 6.2L V8 (410hp) Coupe (Facelift),Coupe,64800.00 NZD,,Chevrolet; Camaro; 2014; Coupe,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Chevrolet;{_model}=Camaro;{_year}=2014,,,,,,
33395,,2024 Mercedes-Benz Glb 200,https://www.4guys.co.nz/vehicle-details?id=3824684,https://dataapi.autoplay.co.nz/image.ashx?id=93436820&w=500&h=375&l=true,"30,550 km",2024 Mercedes-Benz Glb 200 Amg Line Auto 1.3L Turbo 2Wd (NZ New),RV/SUV,62800.00 NZD,,Mercedes-Benz; GLB 200; 2024; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mercedes-Benz;{_model}=GLB_200;{_year}=2024,,,,,,
33400,,2018 Kia Carnival,https://www.4guys.co.nz/vehicle-details?id=3824686,https://dataapi.autoplay.co.nz/image.ashx?id=93436218&w=500&h=375&l=true,"69,795 km",2018 Kia Carnival Premium (8 Seater) NZ New Auto 2.2L Turbo Diesel,Van,41800.00 NZD,,Kia; Carnival; 2018; Van,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Kia;{_model}=Carnival;{_year}=2018,,,,,,
33401,,2019 Nissan Serena,https://www.4guys.co.nz/vehicle-details?id=3824687,https://dataapi.autoplay.co.nz/image.ashx?id=94890000&w=500&h=375&l=true,"51,550 km",2019 Nissan Serena Highway Star 8 Str Coach Auto 2.0L Hybrid 5 Door 2Wd,Van,29800.00 NZD,,Nissan; Serena; 2019; Van,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Nissan;{_model}=Serena;{_year}=2019,,,,,,
33411,,2023 Mazda Cx-60,https://www.4guys.co.nz/vehicle-details?id=3829272,https://dataapi.autoplay.co.nz/image.ashx?id=95408118&w=500&h=375&l=true,"9,595 km",2023 Mazda Cx-60 Xd Exclusive Mode Auto 3.3L Turbo Diesel Hybrid 5 Door 2Wd,RV/SUV,52800.00 NZD,,Mazda; CX-60; 2023; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mazda;{_model}=CX-60;{_year}=2023,,,,,,
33412,,2022 Mazda Cx-60,https://www.4guys.co.nz/vehicle-details?id=3831386,https://dataapi.autoplay.co.nz/image.ashx?id=95406678&w=500&h=375&l=true,"12,265 km",2022 Mazda Cx-60 Xd Hybrid Exclusive 4Wd Auto 3.3L Turbo Diesel Hybrid,RV/SUV,52800.00 NZD,,Mazda; CX-60; 2022; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mazda;{_model}=CX-60;{_year}=2022,,,,,,
33413,,2023 Toyota Land Cruiser Prado,https://www.4guys.co.nz/vehicle-details?id=3831387,https://dataapi.autoplay.co.nz/image.ashx?id=94890051&w=500&h=375&l=true,"29,295 km",2023 Toyota Land Cruiser Prado Tx L Pkg 7Sts Auto 2.8L Turbo Diesel 4Wd 5 Door,RV/SUV,82800.00 NZD,,Toyota; Land Cruiser Prado; 2023; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Toyota;{_model}=Land_Cruiser_Prado;{_year}=2023,,,,,,
33415,,2025 Mazda Cx-80,https://www.4guys.co.nz/vehicle-details?id=3831389,https://dataapi.autoplay.co.nz/image.ashx?id=94742662&w=500&h=375&l=true,"2,030 km",2025 Mazda Cx-80 Xd Exclusive Mode Auto 3.3L Turbo Diesel Hybrid,RV/SUV,64800.00 NZD,,Mazda; CX-80; 2025; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mazda;{_model}=CX-80;{_year}=2025,,,,,,
33417,,2016 Audi A4,https://www.4guys.co.nz/vehicle-details?id=3832155,https://dataapi.autoplay.co.nz/image.ashx?id=94890117&w=500&h=375&l=true,"47,860 km",2016 Audi A4 Avant 2.0L Tfsi S-Line Auto 5 Door 2Wd,Station Wagon,22800.00 NZD,,Audi; A4; 2016; Station Wagon,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Audi;{_model}=A4;{_year}=2016,,,,,,
33419,,2013 Chrysler 300C,https://www.4guys.co.nz/vehicle-details?id=3832157,https://dataapi.autoplay.co.nz/image.ashx?id=94742621&w=500&h=375&l=true,"47,687 km",2013 Chrysler 300C 3.6L Luxury Auto Sedan,Sedan,25800.00 NZD,,Chrysler; 300C; 2013; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Chrysler;{_model}=300C;{_year}=2013,,,,,,
31937,,2017 Holden Trax,https://www.4guys.co.nz/vehicle-details?id=3835772,https://dataapi.autoplay.co.nz/image.ashx?id=93464375&w=500&h=375&l=true,"59,515 km",2017 Holden Trax Ls 1.4L Facelift (NZ New) Auto 1.4L Turbo 5 Door,RV/SUV,16800.00 NZD,,Holden; Trax; 2017; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Holden;{_model}=Trax;{_year}=2017,,,,,,
33433,,2019 Nissan Serena,https://www.4guys.co.nz/vehicle-details?id=3838193,https://dataapi.autoplay.co.nz/image.ashx?id=95044361&w=500&h=375&l=true,"20,232 km",2019 Nissan Serena Highway Star Hybrid Auto 2.0L 8 Seater 5 Door,Van,29800.00 NZD,,Nissan; Serena; 2019; Van,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Nissan;{_model}=Serena;{_year}=2019,,,,,,
33434,,2015 Audi A6,https://www.4guys.co.nz/vehicle-details?id=3838194,https://dataapi.autoplay.co.nz/image.ashx?id=95194584&w=500&h=375&l=true,"45,210 km",2015 Audi A6 2.8Fsi Quattro S-Line Sedan Auto 2.8L 4Wd,Sedan,24800.00 NZD,,Audi; A6; 2015; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Audi;{_model}=A6;{_year}=2015,,,,,,
33435,,2018 Nissan Serena,https://www.4guys.co.nz/vehicle-details?id=3838195,https://dataapi.autoplay.co.nz/image.ashx?id=94889746&w=500&h=375&l=true,"56,590 km",2018 Nissan Serena Autech Hybrid Auto 2.0L 8 Seater 5 Door,Van,27800.00 NZD,,Nissan; Serena; 2018; Van,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Nissan;{_model}=Serena;{_year}=2018,,,,,,
33440,,2019 Nissan Serena,https://www.4guys.co.nz/vehicle-details?id=3838488,https://dataapi.autoplay.co.nz/image.ashx?id=94889956&w=500&h=375&l=true,"39,015 km",2019 Nissan Serena Highway Star Hybrid Auto 2.0L 5 Door 8 Seater,Van,29800.00 NZD,,Nissan; Serena; 2019; Van,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Nissan;{_model}=Serena;{_year}=2019,,,,,,
33398,,2021 Mg 5,https://www.4guys.co.nz/vehicle-details?id=3838847,https://dataapi.autoplay.co.nz/image.ashx?id=94132001&w=500&h=375&l=true,"16,580 km",2021 Mg 5 Zs Excite 1.5L Auto Door 2Wd (NZ New),Hatchback,22800.00 NZD,,MG; 5; 2021; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=MG;{_model}=5;{_year}=2021,,,,,,
33427,,2015 Bmw 116i,https://www.4guys.co.nz/vehicle-details?id=3840520,https://dataapi.autoplay.co.nz/image.ashx?id=93774915&w=500&h=375&l=true,"67,715 km",2015 Bmw 116i Hatch Back (Facelift) Auto 1.6L Turbo 5 Door,Hatchback,15800.00 NZD,,BMW; 116i; 2015; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=BMW;{_model}=116i;{_year}=2015,,,,,,
33451,,2020 Toyota Corolla,https://www.4guys.co.nz/vehicle-details?id=3842275,https://dataapi.autoplay.co.nz/image.ashx?id=95044882&w=500&h=375&l=true,"27,040 km",2020 Toyota Corolla Sport Hybrid G Style Auto 1.8L 5 Door 2Wd,Hatchback,33800.00 NZD,,Toyota; Corolla; 2020; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Toyota;{_model}=Corolla;{_year}=2020,,,,,,
33454,,2016 Ford Kuga,https://www.4guys.co.nz/vehicle-details?id=3842881,https://dataapi.autoplay.co.nz/image.ashx?id=94335322&w=500&h=375&l=true,"90,720 km",2016 Ford Kuga Titanium 2.0L Awd (NZ New) Auto 5 Door,RV/SUV,19800.00 NZD,,Ford; KUGA; 2016; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=KUGA;{_year}=2016,,,,,,
33455,,2021 Nissan Serena,https://www.4guys.co.nz/vehicle-details?id=3843150,https://dataapi.autoplay.co.nz/image.ashx?id=95407515&w=500&h=375&l=true,"59,200 km",2021 Nissan Serena Highway Star Hybrid Auto 2.0L 5 Door 8 Seater 2Wd,Van,34800.00 NZD,,Nissan; Serena; 2021; Van,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Nissan;{_model}=Serena;{_year}=2021,,,,,,
33456,,2022 Nissan Serena,https://www.4guys.co.nz/vehicle-details?id=3843151,https://dataapi.autoplay.co.nz/image.ashx?id=95406729&w=500&h=375&l=true,"34,590 km",2022 Nissan Serena Highway Star Hybrid Auto 2.0L 5 Door 8 Seater 2Wd,Van,34800.00 NZD,,Nissan; Serena; 2022; Van,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Nissan;{_model}=Serena;{_year}=2022,,,,,,
33457,,2021 Toyota Corolla,https://www.4guys.co.nz/vehicle-details?id=3844673,https://dataapi.autoplay.co.nz/image.ashx?id=96323242&w=500&h=375&l=true,"12,765 km",2021 Toyota Corolla Touring Hybrid Wxb Auto 1.8L 5 Door,Hatchback,34800.00 NZD,,Toyota; Corolla; 2021; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Toyota;{_model}=Corolla;{_year}=2021,,,,,,
33458,,2020 Toyota Corolla,https://www.4guys.co.nz/vehicle-details?id=3844674,https://dataapi.autoplay.co.nz/image.ashx?id=97606927&w=500&h=375&l=true,"36,160 km",2020 Toyota Corolla Touring Hybrid Wxb Auto 1.8L 5 Door 2Wd,Hatchback,32800.00 NZD,,Toyota; Corolla; 2020; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Toyota;{_model}=Corolla;{_year}=2020,,,,,,
33461,,2018 Audi A1,https://www.4guys.co.nz/vehicle-details?id=3847430,https://dataapi.autoplay.co.nz/image.ashx?id=93956859&w=500&h=375&l=true,"44,070 km",2018 Audi A1 Sportsback (NZ New-Facelift) Auto 1.4L Turbo 5 Door 2Wd,Hatchback,19800.00 NZD,,Audi; A1; 2018; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Audi;{_model}=A1;{_year}=2018,,,,,,
33467,,2020 Toyota C-Hr,https://www.4guys.co.nz/vehicle-details?id=3850280,https://dataapi.autoplay.co.nz/image.ashx?id=94131539&w=500&h=375&l=true,"51,850 km",2020 Toyota C-Hr Limited 1.2L Turbo Auto 5 Door (NZ New),Hatchback,31800.00 NZD,,Toyota; C-HR; 2020; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Toyota;{_model}=C-HR;{_year}=2020,,,,,,
33468,,2020 Toyota Corolla,https://www.4guys.co.nz/vehicle-details?id=3850281,https://dataapi.autoplay.co.nz/image.ashx?id=96540615&w=500&h=375&l=true,"6,430 km",2020 Toyota Corolla Touring Wxb Auto 1.8L 5 Door 2Wd,Hatchback,34800.00 NZD,,Toyota; Corolla; 2020; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Toyota;{_model}=Corolla;{_year}=2020,,,,,,
33471,,2024 Bmw X7,https://www.4guys.co.nz/vehicle-details?id=3851129,https://dataapi.autoplay.co.nz/image.ashx?id=95757431&w=500&h=375&l=true,"23,900 km",2024 Bmw X7 M60i X Drive 4Wd 6Sts Auto 4.4L V8 Twin Turbo 5 Door,RV/SUV,159800.00 NZD,,BMW; X7; 2024; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=BMW;{_model}=X7;{_year}=2024,,,,,,
33473,,2025 Mitsubishi Outlander,https://www.4guys.co.nz/vehicle-details?id=3851581,https://dataapi.autoplay.co.nz/image.ashx?id=94335065&w=500&h=375&l=true,"13,980 km",2025 Mitsubishi Outlander Sports 7 Seater Auto 5 Door 2Wd (NZ New),RV/SUV,46800.00 NZD,,Mitsubishi; Outlander; 2025; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Outlander;{_year}=2025,,,,,,
33397,,2013 Jeep Grand Cherokee,https://www.4guys.co.nz/vehicle-details?id=3853394,https://dataapi.autoplay.co.nz/image.ashx?id=94742405&w=500&h=375&l=true,"121,998 km",2013 Jeep Grand Cherokee Laredo Auto 3.6L 5 Door 4Wd,RV/SUV,18800.00 NZD,,Jeep; Grand Cherokee; 2013; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Jeep;{_model}=Grand_Cherokee;{_year}=2013,,,,,,
33476,,2022 Mitsubishi Triton,https://www.4guys.co.nz/vehicle-details?id=3853396,https://dataapi.autoplay.co.nz/image.ashx?id=94742859&w=500&h=375&l=true,"120,360 km",2022 Mitsubishi Triton Glxr D/Cab 2Wd Auto 2.4L Turbo Diesel (NZ New),Utility,31800.00 NZD,,Mitsubishi; Triton; 2022; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Triton;{_year}=2022,,,,,,
33482,,2024 Kia Carnival,https://www.4guys.co.nz/vehicle-details?id=3856478,https://dataapi.autoplay.co.nz/image.ashx?id=94527548&w=500&h=375&l=true,"63,110 km",2024 Kia Carnival Ex 2.2L 8 Seater Coach Auto 2.2L Turbo Diesel (Facelift),Van,47800.00 NZD,,Kia; Carnival; 2024; Van,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Kia;{_model}=Carnival;{_year}=2024,,,,,,
33483,,2017 Audi A6,https://www.4guys.co.nz/vehicle-details?id=3856479,https://dataapi.autoplay.co.nz/image.ashx?id=96323792&w=500&h=375&l=true,"45,779 km",2017 Audi A6 2.0Tfsi Quattro S-Line Auto 2.0L Turbo Sedan 4Wd,Sedan,27800.00 NZD,,Audi; A6; 2017; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Audi;{_model}=A6;{_year}=2017,,,,,,
33489,,2020 Great Wall Cannon,https://www.4guys.co.nz/vehicle-details?id=3864303,https://dataapi.autoplay.co.nz/image.ashx?id=94742064&w=500&h=375&l=true,"79,010 km",2020 Great Wall Cannon Luxury 4X4 Auto 2.0L Turbo Diesel D/Cab (NZ New),Utility,28600.00 NZD,,Great Wall; Cannon; 2020; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Great_Wall;{_model}=Cannon;{_year}=2020,,,,,,
33494,,2021 Nissan X-Trail,https://www.4guys.co.nz/vehicle-details?id=3864304,https://dataapi.autoplay.co.nz/image.ashx?id=96135501&w=500&h=375&l=true,"59,708 km",2021 Nissan X-Trail 20Xi Hybrid 2Wd Auto 2.0L 5 Door,RV/SUV,29950.00 NZD,,Nissan; X-Trail; 2021; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Nissan;{_model}=X-Trail;{_year}=2021,,,,,,
33499,,2015 Holden Cruze,https://www.4guys.co.nz/vehicle-details?id=3864405,https://dataapi.autoplay.co.nz/image.ashx?id=96920871&w=500&h=375&l=true,"109,810 km",2015 Holden Cruze Equipe 1.8L Sedan Auto (NZ New) Facelift,Sedan,11800.00 NZD,,Holden; Cruze; 2015; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Holden;{_model}=Cruze;{_year}=2015,,,,,,
33500,,2016 Audi A1,https://www.4guys.co.nz/vehicle-details?id=3864406,https://dataapi.autoplay.co.nz/image.ashx?id=94888714&w=500&h=375&l=true,"77,154 km",2016 Audi A1 Sportsback (NZ New-Facelift) Auto 1.4Tfsi Turbo 5 Door,Hatchback,16800.00 NZD,,Audi; A1; 2016; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Audi;{_model}=A1;{_year}=2016,,,,,,
33501,,2024 Mitsubishi Outlander,https://www.4guys.co.nz/vehicle-details?id=3865700,https://dataapi.autoplay.co.nz/image.ashx?id=94527044&w=500&h=375&l=true,"35,105 km",2024 Mitsubishi Outlander Vrx 2.5L 7 Seater Auto 5 Door 2Wd (NZ New),RV/SUV,48600.00 NZD,,Mitsubishi; Outlander; 2024; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Outlander;{_year}=2024,,,,,,
33513,,2024 Mitsubishi Eclipse Cross,https://www.4guys.co.nz/vehicle-details?id=3868663,https://dataapi.autoplay.co.nz/image.ashx?id=94527478&w=500&h=375&l=true,"34,330 km",2024 Mitsubishi Eclipse Cross Vrx (NZ New) Auto (8Spd) 1.5L Turbo 5 Door,RV/SUV,32800.00 NZD,,Mitsubishi; Eclipse Cross; 2024; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Eclipse_Cross;{_year}=2024,,,,,,
33517,,2024 Mitsubishi Outlander,https://www.4guys.co.nz/vehicle-details?id=3871025,https://dataapi.autoplay.co.nz/image.ashx?id=94742882&w=500&h=375&l=true,"54,100 km",2024 Mitsubishi Outlander Vrx 2.5L 7 Seater Auto 5 Door 4Wd (NZ New),RV/SUV,44800.00 NZD,,Mitsubishi; Outlander; 2024; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Outlander;{_year}=2024,,,,,,
33512,,2014 Dodge Journey,https://www.4guys.co.nz/vehicle-details?id=3871964,https://dataapi.autoplay.co.nz/image.ashx?id=96715206&w=500&h=375&l=true,"142,390 km",2014 Dodge Journey R/T 3.6L 7 Seater Auto 5 Door (NZ New),RV/SUV,15800.00 NZD,,Dodge; Journey; 2014; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Dodge;{_model}=Journey;{_year}=2014,,,,,,
33524,,2024 Mitsubishi Outlander,https://www.4guys.co.nz/vehicle-details?id=3873249,https://dataapi.autoplay.co.nz/image.ashx?id=94743156&w=500&h=375&l=true,"54,824 km",2024 Mitsubishi Outlander Sport 2.5L 7Sts Auto 5 Door 4Wd (NZ New),RV/SUV,41800.00 NZD,,Mitsubishi; Outlander; 2024; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Outlander;{_year}=2024,,,,,,
33525,,2024 Mitsubishi Outlander,https://www.4guys.co.nz/vehicle-details?id=3873885,https://dataapi.autoplay.co.nz/image.ashx?id=94889837&w=500&h=375&l=true,"57,845 km",2024 Mitsubishi Outlander Vrx 2.5L 7 Seater Auto 5 Door 4Wd (NZ New),RV/SUV,44800.00 NZD,,Mitsubishi; Outlander; 2024; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Outlander;{_year}=2024,,,,,,
33526,,2024 Mitsubishi Outlander,https://www.4guys.co.nz/vehicle-details?id=3873886,https://dataapi.autoplay.co.nz/image.ashx?id=94743036&w=500&h=375&l=true,"58,300 km",2024 Mitsubishi Outlander Sport 2.5L 7Sts Auto 5 Door 4Wd (NZ New),RV/SUV,41800.00 NZD,,Mitsubishi; Outlander; 2024; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Outlander;{_year}=2024,,,,,,
33536,,2016 Audi A6,https://www.4guys.co.nz/vehicle-details?id=3878062,https://dataapi.autoplay.co.nz/image.ashx?id=95960966&w=500&h=375&l=true,"34,798 km",2016 Audi A6 2.0Tfsi Quattro S Line Auto 2.0L Turbo Sedan 4Wd,Sedan,29800.00 NZD,,Audi; A6; 2016; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Audi;{_model}=A6;{_year}=2016,,,,,,
33537,,2016 Mitsubishi Lancer,https://www.4guys.co.nz/vehicle-details?id=3878403,https://dataapi.autoplay.co.nz/image.ashx?id=95044757&w=500&h=375&l=true,"96,136 km",2016 Mitsubishi Lancer Gsr 2.0L (NZ New) Auto Sedan (Facelift),Sedan,17800.00 NZD,,Mitsubishi; Lancer; 2016; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Lancer;{_year}=2016,,,,,,
33558,,2018 Mitsubishi Triton,https://www.4guys.co.nz/vehicle-details?id=3889479,https://dataapi.autoplay.co.nz/image.ashx?id=95618858&w=500&h=375&l=true,"103,817 km",2018 Mitsubishi Triton Glx 4Wd X/Cab Auto 2.4L Turbo Diesel (NZ New),Utility,29800.00 NZD,,Mitsubishi; Triton; 2018; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Triton;{_year}=2018,,,,,,
33559,,2018 Toyota Land Cruiser,https://www.4guys.co.nz/vehicle-details?id=3889480,https://dataapi.autoplay.co.nz/image.ashx?id=95279168&w=500&h=375&l=true,"62,000 km",2018 Toyota Land Cruiser Lx 4.5Td 4Wd 5Spd Manual 4.5L V8 Turbo Diesel F/Deck,Utility,109800.00 NZD,104800.00 NZD,Toyota; Land Cruiser; 2018; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Toyota;{_model}=Land_Cruiser;{_year}=2018,,,,,,
33575,,2017 Mitsubishi Lancer,https://www.4guys.co.nz/vehicle-details?id=3893180,https://dataapi.autoplay.co.nz/image.ashx?id=95619111&w=500&h=375&l=true,"49,940 km",2017 Mitsubishi Lancer Gsr 2.0L (NZ New) Auto Sedan,Sedan,21800.00 NZD,,Mitsubishi; Lancer; 2017; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Lancer;{_year}=2017,,,,,,
33579,,2022 Kia Sportage,https://www.4guys.co.nz/vehicle-details?id=3893184,https://dataapi.autoplay.co.nz/image.ashx?id=95194279&w=500&h=375&l=true,"50,854 km",2022 Kia Sportage Urban Lx+ (NZ New) Auto 2.0L 5 Door 2Wd,RV/SUV,36800.00 NZD,,Kia; Sportage; 2022; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Kia;{_model}=Sportage;{_year}=2022,,,,,,
33581,,2022 Subaru Brz,https://www.4guys.co.nz/vehicle-details?id=3893186,https://dataapi.autoplay.co.nz/image.ashx?id=96715341&w=500&h=375&l=true,"25,305 km",2022 Subaru Brz S Sti Aero Coupe 6Psd Manual 2.4L,Coupe,42800.00 NZD,,Subaru; BRZ; 2022; Coupe,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Subaru;{_model}=BRZ;{_year}=2022,,,,,,
33582,,2016 Porsche Macan,https://www.4guys.co.nz/vehicle-details?id=3893782,https://dataapi.autoplay.co.nz/image.ashx?id=96922556&w=500&h=375&l=true,"66,140 km",2016 Porsche Macan 4Wd Auto 2.0L Turbo 5 Door,RV/SUV,35800.00 NZD,,Porsche; Macan; 2016; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Porsche;{_model}=Macan;{_year}=2016,,,,,,
33583,,2014 Audi A6,https://www.4guys.co.nz/vehicle-details?id=3893783,https://dataapi.autoplay.co.nz/image.ashx?id=97113976&w=500&h=375&l=true,"49,940 km",2014 Audi A6 2.8Fsi Quattro S-Line Sedan Auto 4 Door 4Wd,Sedan,23800.00 NZD,,Audi; A6; 2014; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Audi;{_model}=A6;{_year}=2014,,,,,,
33587,,2024 Kia Carnival,https://www.4guys.co.nz/vehicle-details?id=3895093,https://dataapi.autoplay.co.nz/image.ashx?id=95406826&w=500&h=375&l=true,"68,433 km",2024 Kia Carnival Ex 2.2L 8 Seater Coach Auto 2.2L Turbo Diesel (Facelift),Van,46800.00 NZD,,Kia; Carnival; 2024; Van,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Kia;{_model}=Carnival;{_year}=2024,,,,,,
33591,,2021 Haval Jolion,https://www.4guys.co.nz/vehicle-details?id=3896384,https://dataapi.autoplay.co.nz/image.ashx?id=95619272&w=500&h=375&l=true,"54,900 km",2021 Haval Jolion Ultra (NZ New) Auto 1.5L Turbo 5 Door 2Wd,RV/SUV,25800.00 NZD,,Haval; Jolion; 2021; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Haval;{_model}=Jolion;{_year}=2021,,,,,,
33599,,2019 Mitsubishi Triton,https://www.4guys.co.nz/vehicle-details?id=3898683,https://dataapi.autoplay.co.nz/image.ashx?id=95960535&w=500&h=375&l=true,"51,780 km",2019 Mitsubishi Triton Glxr D/Cab 2Wd Auto 2.4L Turbo Diesel (NZ New),Utility,30950.00 NZD,,Mitsubishi; Triton; 2019; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Triton;{_year}=2019,,,,,,
33596,,2015 Holden Astra,https://www.4guys.co.nz/vehicle-details?id=3900801,https://dataapi.autoplay.co.nz/image.ashx?id=95618828&w=500&h=375&l=true,"84,000 km",2015 Holden Astra Gtc Sport Auto 1.6L Turbo 5 Door (NZ New),Hatchback,12800.00 NZD,,Holden; Astra; 2015; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Holden;{_model}=Astra;{_year}=2015,,,,,,
33600,,2022 SsangYong Rexton,https://www.4guys.co.nz/vehicle-details?id=3900803,https://dataapi.autoplay.co.nz/image.ashx?id=96324039&w=500&h=375&l=true,"48,765 km",2022 SsangYong Rexton G4 Spr 7 Sts 4Wd Auto 2.2L Turbo Diesel 5 Door (NZ New),RV/SUV,34800.00 NZD,,SsangYong; Rexton; 2022; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=SsangYong;{_model}=Rexton;{_year}=2022,,,,,,
33592,,2009 Holden Commodore,https://www.4guys.co.nz/vehicle-details?id=3903196,https://dataapi.autoplay.co.nz/image.ashx?id=95960928&w=500&h=375&l=true,"101,050 km",2009 Holden Commodore Ve Ss (NZ New) Auto 6.0L V8 Sedan,Sedan,29950.00 NZD,,Holden; Commodore; 2009; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Holden;{_model}=Commodore;{_year}=2009,,,,,,
